index,accuracy,heading,latitude,longitude,timestamp,velocity,tdiff,geodist,location,visit_time
77985,24,,19.0762978,72.9104818,2017-05-17 12:05:12.738,,1340,10,"(19.0762978, 72.9104818)",1119
77992,24,,19.0763964,72.9105741,2017-05-17 12:48:00.104,,1445,29,"(19.0763964, 72.9105741)",7941
78017,48,,19.0763767,72.9105912,2017-05-17 15:23:27.508,,1376,0,"(19.0763767, 72.9105912)",14337
78079,25,,19.07637,72.9102972,2017-05-18 01:58:44.599,,13802,0,"(19.07637, 72.9102972)",15371
78135,26,,19.0763153,72.9106664,2017-05-18 07:28:48.525,,4410,10,"(19.0763153, 72.9106664)",3823
78194,24,,19.1159494,72.8562096,2017-05-19 14:04:13.484,,115,55,"(19.1159494, 72.8562096)",635
78201,24,,19.0871991,72.90799,2017-05-19 14:28:42.305,,206,1044,"(19.0871991, 72.90799)",646
78216,50,,19.0748101,72.9052212,2017-05-19 14:57:58.723,,322,986,"(19.0748101, 72.9052212)",3527
78248,23,,19.0764369,72.9105279,2017-05-19 16:06:28.965,,199,552,"(19.0764369, 72.9105279)",2014
78271,30,,19.0765497,72.9102972,2017-05-19 17:42:36.484,,2353,36,"(19.0765497, 72.9102972)",12387
78325,25,,19.0762159,72.9107857,2017-05-19 23:55:18.760,,6409,0,"(19.0762159, 72.9107857)",600
78330,25,,19.0762159,72.9107857,2017-05-20 03:40:03.885,,12884,0,"(19.0762159, 72.9107857)",712
78334,25,,19.0762159,72.9107857,2017-05-20 04:13:30.317,,1292,0,"(19.0762159, 72.9107857)",6264
78409,25,,19.0763153,72.9106664,2017-05-20 06:24:46.672,,1581,16,"(19.0763153, 72.9106664)",9546
78476,23,,19.0763767,72.9105912,2017-05-20 09:24:58.532,,1241,0,"(19.0763767, 72.9105912)",6065
78510,34,,19.0747402,72.9052993,2017-05-20 11:45:21.323,,1352,28,"(19.0747402, 72.9052993)",1745
78533,48,,19.0763767,72.9105912,2017-05-20 12:46:39.666,,1568,24,"(19.0763767, 72.9105912)",7046
78561,39,,19.0763767,72.9105912,2017-05-20 15:04:49.711,,1229,0,"(19.0763767, 72.9105912)",4762
78583,26,,19.0760075,72.9097896,2017-05-20 16:51:09.586,,60,84,"(19.0760075, 72.9097896)",19304
78747,13,,19.0765362,72.9106719,2017-05-21 04:18:41.473,0.0,11198,0,"(19.0765362, 72.9106719)",705
78769,24,,19.0863072,72.889162,2017-05-21 06:40:16.476,,664,55,"(19.0863072, 72.889162)",1023
78784,24,,19.0861998,72.8889774,2017-05-21 07:07:35.704,,340,60,"(19.0861998, 72.8889774)",1267
78806,7,120.0,19.0766893,72.9106462,2017-05-21 07:53:21.000,,119,236,"(19.0766893, 72.9106462)",7819
78851,25,,19.0764051,72.9106664,2017-05-21 10:37:22.829,,1999,0,"(19.0764051, 72.9106664)",3991
78863,25,,19.0764051,72.9106664,2017-05-21 12:26:19.997,,2542,0,"(19.0764051, 72.9106664)",2169
78880,24,,19.0763964,72.9105741,2017-05-21 13:25:52.295,,1397,0,"(19.0763964, 72.9105741)",630
78893,23,,19.0763103,72.910575,2017-05-21 14:00:03.425,,1418,8,"(19.0763103, 72.910575)",4222
78927,36,,19.0763767,72.9105912,2017-05-21 15:33:48.134,,1392,0,"(19.0763767, 72.9105912)",7707
78992,47,199.0,19.0761844,72.9105198,2017-05-21 18:27:33.000,1.0,2693,24,"(19.0761844, 72.9105198)",4598
79018,18,,19.0763072,72.9105742,2017-05-22 00:25:46.749,,3400,34,"(19.0763072, 72.9105742)",1084
79025,26,,19.0762978,72.9104818,2017-05-22 04:03:41.439,,5801,69,"(19.0762978, 72.9104818)",716
79028,23,,19.0763964,72.9105741,2017-05-22 04:40:56.363,,1517,26,"(19.0763964, 72.9105741)",1532
79039,42,,19.0763767,72.9105912,2017-05-22 05:31:11.761,,1478,0,"(19.0763767, 72.9105912)",4189
79077,28,,19.1248629,72.848917,2017-05-22 08:11:42.146,,781,121,"(19.1248629, 72.848917)",16340
79178,23,,19.0763964,72.9105741,2017-05-22 13:42:16.125,,543,1149,"(19.0763964, 72.9105741)",1060
79184,37,,19.0803133,72.906421,2017-05-22 14:49:07.025,,2947,616,"(19.0803133, 72.906421)",735
79210,25,,19.0763964,72.9105741,2017-05-22 15:16:17.168,,65,110,"(19.0763964, 72.9105741)",14203
79288,18,,19.0765104,72.9105771,2017-05-22 21:10:56.398,0.0,7045,42,"(19.0765104, 72.9105771)",1137
79293,26,,19.0762167,72.9105741,2017-05-22 22:04:22.554,,2067,10,"(19.0762167, 72.9105741)",1461
79304,24,,19.0763964,72.9105741,2017-05-23 04:21:35.617,,2823,20,"(19.0763964, 72.9105741)",802
79309,36,,19.0761993,72.910166,2017-05-23 04:55:48.197,0.0,1248,0,"(19.0761993, 72.910166)",16654
79365,16,,19.0763964,72.9105741,2017-05-23 10:15:51.052,,2522,10,"(19.0763964, 72.9105741)",2542
79406,21,0.0,19.0835567,72.9201495,2017-05-23 11:26:40.000,0.0,138,330,"(19.0835567, 72.9201495)",963
79421,23,,19.0763964,72.9105741,2017-05-23 13:30:27.472,,1874,26,"(19.0763964, 72.9105741)",11648
79473,29,,19.0761937,72.9108047,2017-05-23 16:47:33.674,,156,55,"(19.0761937, 72.9108047)",12051
79522,46,0.0,19.0762996,72.9104822,2017-05-24 03:09:21.000,0.0,3234,9,"(19.0762996, 72.9104822)",9599
79566,28,,19.0763767,72.9105912,2017-05-24 06:12:41.344,,1384,0,"(19.0763767, 72.9105912)",2857
79581,25,,19.0763065,72.9105741,2017-05-24 08:11:42.919,,2381,8,"(19.0763065, 72.9105741)",9425
79616,32,,19.0763767,72.9105912,2017-05-24 11:35:54.058,,2811,0,"(19.0763767, 72.9105912)",1311
79624,39,,19.0763767,72.9105912,2017-05-24 12:49:18.190,,1350,0,"(19.0763767, 72.9105912)",16654
79712,44,,19.0768757,72.9103601,2017-05-24 17:27:51.000,0.0,20,67,"(19.0768757, 72.9103601)",4725
79733,27,,19.0763065,72.9105741,2017-05-24 19:28:22.735,,2498,0,"(19.0763065, 72.9105741)",689
79752,20,,19.0763557,72.9105814,2017-05-25 05:19:12.666,,2315,12,"(19.0763557, 72.9105814)",9512
79797,28,,19.1070476,72.8372853,2017-05-25 09:00:56.143,,560,308,"(19.1070476, 72.8372853)",1261
79818,23,,19.1048339,72.8521941,2017-05-25 14:06:14.591,,3287,15,"(19.1048339, 72.8521941)",788
79837,24,,19.1121564,72.8672866,2017-05-25 15:31:38.063,,74,57,"(19.1121564, 72.8672866)",643
79857,24,,19.0763964,72.9105741,2017-05-25 16:29:02.227,,1203,268,"(19.0763964, 72.9105741)",15502
79920,18,,19.0763803,72.9104956,2017-05-25 21:41:22.141,0.0,3207,22,"(19.0763803, 72.9104956)",882
79923,46,,19.0763575,72.91049,2017-05-25 23:17:33.000,0.0,4888,9,"(19.0763575, 72.91049)",3698
79942,27,,19.0763065,72.9105741,2017-05-26 04:11:35.991,,5944,10,"(19.0763065, 72.9105741)",20034
80072,42,,19.0763767,72.9105912,2017-05-26 10:19:10.924,,1962,0,"(19.0763767, 72.9105912)",869
80077,42,,19.0763767,72.9105912,2017-05-26 11:02:02.807,,1701,0,"(19.0763767, 72.9105912)",4287
80121,24,,19.0760425,72.9101588,2017-05-26 12:20:42.809,,33,53,"(19.0760425, 72.9101588)",4185
80176,23,,19.0274936,72.8547788,2017-05-26 14:45:52.343,,111,97,"(19.0274936, 72.8547788)",2135
80230,23,,19.0763964,72.9105741,2017-05-26 16:29:55.679,,385,268,"(19.0763964, 72.9105741)",12916
80339,27,,19.0762978,72.9104818,2017-05-27 01:13:22.175,,2387,10,"(19.0762978, 72.9104818)",2101
80359,24,,19.0774129,72.9099279,2017-05-27 02:57:11.554,,3408,109,"(19.0774129, 72.9099279)",656
80367,25,,19.0770163,72.9104818,2017-05-27 03:12:18.486,,232,152,"(19.0770163, 72.9104818)",809
80374,24,,19.0763065,72.9105741,2017-05-27 03:26:56.726,,67,59,"(19.0763065, 72.9105741)",18689
80468,23,,19.0763964,72.9105741,2017-05-27 09:01:58.411,,1368,23,"(19.0763964, 72.9105741)",4306
80553,24,,19.0762978,72.9104818,2017-05-27 15:11:46.571,,130,146,"(19.0762978, 72.9104818)",4782
80635,24,,19.0763964,72.9105741,2017-05-27 18:18:01.556,,249,438,"(19.0763964, 72.9105741)",5008
80671,24,,19.0763964,72.9105741,2017-05-28 03:48:47.314,,15919,43,"(19.0763964, 72.9105741)",888
80677,39,,19.0763767,72.9105912,2017-05-28 04:30:34.491,,1617,14,"(19.0763767, 72.9105912)",3289
80691,24,,19.0763964,72.9105741,2017-05-28 06:01:37.545,,2170,3,"(19.0763964, 72.9105741)",798
80697,24,,19.0763876,72.9104818,2017-05-28 06:54:40.733,,2381,12,"(19.0763876, 72.9104818)",2367
80708,20,,18.9305923,72.8263765,2017-05-28 08:19:19.807,0.0,2708,18400,"(18.9305923, 72.8263765)",1375
80717,24,,18.93076,72.8263917,2017-05-28 09:03:51.839,,1293,10,"(18.93076, 72.8263917)",1119
80730,24,,19.0763964,72.9105741,2017-05-28 10:25:17.243,,543,392,"(19.0763964, 72.9105741)",8202
80772,24,,19.0763767,72.9105911,2017-05-28 13:03:02.403,,1244,0,"(19.0763767, 72.9105911)",888
80776,45,,19.0763767,72.9105912,2017-05-28 13:38:08.733,,1216,0,"(19.0763767, 72.9105912)",2586
80838,37,,19.0763767,72.9105912,2017-05-28 17:37:09.955,,1602,3,"(19.0763767, 72.9105912)",901
80846,24,,19.0763964,72.9105741,2017-05-28 18:28:28.568,,2173,3,"(19.0763964, 72.9105741)",7880
80891,25,,19.0763065,72.9105741,2017-05-29 01:26:16.742,,7284,13,"(19.0763065, 72.9105741)",10033
80935,24,,19.0763964,72.9105741,2017-05-29 04:54:34.101,,2440,10,"(19.0763964, 72.9105741)",17594
81023,20,,19.0763767,72.9105912,2017-05-29 10:15:26.119,,1623,3,"(19.0763767, 72.9105912)",8243
81072,24,,19.0998543,72.9163882,2017-05-29 13:07:59.833,,321,128,"(19.0998543, 72.9163882)",977
81092,24,,19.0763964,72.9105741,2017-05-29 14:13:13.474,,2014,2425,"(19.0763964, 72.9105741)",6026
81117,42,,19.0763767,72.9105912,2017-05-29 16:21:27.981,,1657,0,"(19.0763767, 72.9105912)",19016
81196,25,,19.0763065,72.9105741,2017-05-30 00:22:42.699,,6693,7,"(19.0763065, 72.9105741)",785
81202,24,,19.0763964,72.9105741,2017-05-30 02:15:39.779,,5991,0,"(19.0763964, 72.9105741)",6455
81230,42,,19.0763379,72.9105282,2017-05-30 04:37:15.970,,2025,6,"(19.0763379, 72.9105282)",21518
81321,48,,19.0763767,72.9105912,2017-05-30 11:06:02.712,,1769,0,"(19.0763767, 72.9105912)",7605
81358,48,,19.0763212,72.9103605,2017-05-30 13:50:34.625,,2252,13,"(19.0763212, 72.9103605)",3086
81379,25,,19.0762978,72.9104818,2017-05-30 15:14:19.095,,1927,0,"(19.0762978, 72.9104818)",3932
81405,39,,19.0763767,72.9105912,2017-05-30 16:42:41.524,,1359,0,"(19.0763767, 72.9105912)",7543
81429,34,,19.0766037,72.9106243,2017-05-30 21:46:18.922,,4068,0,"(19.0766037, 72.9106243)",841
81442,48,,19.0761707,72.9104224,2017-05-31 04:41:31.494,0.0,2171,0,"(19.0761707, 72.9104224)",4538
81457,27,,19.0764051,72.9106664,2017-05-31 06:21:32.085,,1455,10,"(19.0764051, 72.9106664)",3514
81474,32,,19.0763767,72.9105912,2017-05-31 08:09:53.946,,2979,0,"(19.0763767, 72.9105912)",2942
81489,25,,19.0763065,72.9105741,2017-05-31 09:51:33.475,,1402,8,"(19.0763065, 72.9105741)",1502
81527,36,,19.0763767,72.9105912,2017-05-31 11:41:35.863,,3521,1130,"(19.0763767, 72.9105912)",16362
81603,45,,19.0763767,72.9105912,2017-05-31 16:35:33.394,,1241,3,"(19.0763767, 72.9105912)",1511
81609,15,,19.0763586,72.9105777,2017-05-31 17:27:52.756,,1624,2,"(19.0763586, 72.9105777)",6475
81662,25,,19.0763065,72.9105741,2017-05-31 19:43:23.657,,1638,0,"(19.0763065, 72.9105741)",4941
81698,25,,19.0763065,72.9105741,2017-06-01 02:29:33.273,,2499,0,"(19.0763065, 72.9105741)",20455
81803,24,,19.1125086,72.8662712,2017-06-01 13:58:59.078,,2427,1118,"(19.1125086, 72.8662712)",3875
81831,47,,19.1125403,72.8662894,2017-06-01 15:27:11.753,,1402,4,"(19.1125403, 72.8662894)",924
81848,23,,19.0763964,72.9105741,2017-06-01 16:26:17.767,,510,979,"(19.0763964, 72.9105741)",12830
81922,24,,19.0763964,72.9105741,2017-06-02 01:51:35.902,,6378,23,"(19.0763964, 72.9105741)",9150
81995,31,,19.0763602,72.9105417,2017-06-02 04:47:16.594,0.0,1362,0,"(19.0763602, 72.9105417)",14040
82058,28,,19.0763153,72.9106664,2017-06-02 09:12:53.276,,1866,10,"(19.0763153, 72.9106664)",15663
82196,23,,19.1162639,72.9094666,2017-06-02 14:03:13.149,,74,56,"(19.1162639, 72.9094666)",5959
82273,24,,19.1159418,72.9089129,2017-06-02 15:44:09.008,,64,60,"(19.1159418, 72.9089129)",1310
82281,39,,19.0763767,72.9105912,2017-06-02 17:34:01.220,,2222,4356,"(19.0763767, 72.9105912)",10547
82347,43,,19.0763731,72.910569,2017-06-02 21:05:00.214,0.0,2086,7,"(19.0763731, 72.910569)",3737
82373,24,,19.0763311,72.9105741,2017-06-03 03:56:52.000,,11526,7,"(19.0763311, 72.9105741)",16310
82450,24,,19.0763638,72.9105856,2017-06-03 09:33:00.900,,3826,2,"(19.0763638, 72.9105856)",3943
82469,23,,19.0763753,72.9104702,2017-06-03 11:56:37.261,,370,53,"(19.0763753, 72.9104702)",632
82480,25,,19.0762976,72.9105636,2017-06-03 13:33:43.326,,3672,9,"(19.0762976, 72.9105636)",1516
82497,23,,19.0763767,72.9105912,2017-06-03 14:21:54.731,,1369,0,"(19.0763767, 72.9105912)",10346
82544,22,,19.0784968,72.9039638,2017-06-03 17:57:52.683,,2589,735,"(19.0784968, 72.9039638)",1257
82559,19,0.0,19.0764852,72.910366,2017-06-03 18:45:10.000,0.0,1317,54,"(19.0764852, 72.910366)",4802
82605,32,,19.0764907,72.9107812,2017-06-03 21:43:53.887,,2087,0,"(19.0764907, 72.9107812)",717
82621,24,,19.0763862,72.9105856,2017-06-04 05:51:54.166,,12980,13,"(19.0763862, 72.9105856)",17484
82737,18,,19.076339,72.9105625,2017-06-04 11:17:16.662,,1989,13,"(19.076339, 72.9105625)",5243
82787,24,,19.0763717,72.910551,2017-06-04 13:52:00.157,,1456,4,"(19.0763717, 72.910551)",26644
82910,25,,19.0763079,72.9104702,2017-06-05 01:55:56.054,,6956,0,"(19.0763079, 72.9104702)",33991
83060,30,,19.0763767,72.9105912,2017-06-05 11:48:50.917,,1512,2,"(19.0763767, 72.9105912)",21153
83168,24,,19.076366,72.9106087,2017-06-05 18:05:06.916,,1373,2,"(19.076366, 72.9106087)",7926
83210,26,,19.0762833,72.9104471,2017-06-06 05:47:46.918,,6472,4,"(19.0762833, 72.9104471)",4644
83243,50,,19.0764406,72.9105527,2017-06-06 08:24:43.000,,2072,0,"(19.0764406, 72.9105527)",3940
83280,25,,19.0764571,72.9105049,2017-06-06 10:11:57.415,,2477,7,"(19.0764571, 72.9105049)",6869
83314,23,,19.0764268,72.9105395,2017-06-06 12:32:11.149,,1528,2,"(19.0764268, 72.9105395)",3002
83347,38,,19.076441,72.9105529,2017-06-06 14:36:57.206,,2223,5,"(19.076441, 72.9105529)",20565
83441,24,,19.076355,72.9104933,2017-06-06 23:40:23.210,,6902,0,"(19.076355, 72.9104933)",724
83447,24,,19.0764659,72.9105971,2017-06-07 01:23:41.864,,5472,0,"(19.0764659, 72.9105971)",24339
83579,25,,19.0762718,72.9105625,2017-06-07 15:34:35.582,,1252,19,"(19.0762718, 72.9105625)",4265
83609,24,,19.07612,72.9101472,2017-06-07 17:11:08.110,,1514,16,"(19.07612, 72.9101472)",7445
83649,24,,19.0763761,72.9105971,2017-06-08 05:18:19.186,,6796,35,"(19.0763761, 72.9105971)",1364
83698,5,176.0,19.1074962,72.8369926,2017-06-08 06:57:16.000,1.0,755,1507,"(19.1074962, 72.8369926)",3220
83736,50,,19.107244,72.837343,2017-06-08 08:08:27.608,,604,123,"(19.107244, 72.837343)",1153
83815,24,,19.0763994,72.910724,2017-06-08 09:48:48.926,,1481,1758,"(19.0763994, 72.910724)",6130
83884,25,,19.0763884,72.9106087,2017-06-08 18:14:25.728,,948,3956,"(19.0763884, 72.9106087)",6000
83963,17,,19.0763349,72.9105413,2017-06-09 01:17:33.018,,5068,4,"(19.0763349, 72.9105413)",9868
84010,24,,19.076395,72.9106779,2017-06-09 05:15:51.813,,1207,0,"(19.076395, 72.9106779)",48524
84251,12,,19.0764156,72.9106229,2017-06-10 05:11:57.000,0.0,37528,12,"(19.0764156, 72.9106229)",2172
84271,28,,19.0763846,72.9103318,2017-06-10 06:14:08.007,,1550,5,"(19.0763846, 72.9103318)",2306
84278,17,,19.0764113,72.9105105,2017-06-10 07:25:39.393,,1983,18,"(19.0764113, 72.9105105)",1888
84288,25,,19.0763435,72.9106087,2017-06-10 08:39:17.520,,2524,13,"(19.0763435, 72.9106087)",3038
84310,42,,19.0764051,72.9102836,2017-06-10 09:52:26.878,,1341,0,"(19.0764051, 72.9102836)",3901
84322,25,,19.0762334,72.9106318,2017-06-10 11:28:17.270,,1844,7,"(19.0762334, 72.9106318)",4039
84347,50,,19.0779618,72.9099165,2017-06-10 16:33:00.093,,2609,163,"(19.0779618, 72.9099165)",4029
84369,25,,19.0763709,72.9104241,2017-06-10 17:51:35.818,,676,185,"(19.0763709, 72.9104241)",10128
84426,28,,19.0762991,72.910378,2017-06-11 01:57:40.875,,8836,0,"(19.0762991, 72.910378)",8566
84465,35,,19.0764057,72.9102836,2017-06-11 04:44:52.509,,1443,0,"(19.0764057, 72.9102836)",2543
84484,50,,19.0764057,72.9102836,2017-06-11 05:55:57.179,,1714,0,"(19.0764057, 72.9102836)",3570
84497,25,,19.076292,72.9105395,2017-06-11 07:24:06.166,,1715,9,"(19.076292, 72.9105395)",8917
84544,29,,19.0765171,72.9103087,2017-06-11 10:01:54.505,,531,57,"(19.0765171, 72.9103087)",781
84557,25,,19.0763413,72.9105856,2017-06-11 11:21:16.695,,2130,7,"(19.0763413, 72.9105856)",1367
84562,27,,19.0762559,72.9106318,2017-06-11 12:56:38.552,,4353,9,"(19.0762559, 72.9106318)",788
84569,24,,19.0761995,72.9107471,2017-06-11 13:33:26.700,,1417,6,"(19.0761995, 72.9107471)",2444
84582,24,,19.0763413,72.9105856,2017-06-11 14:34:22.226,,1207,7,"(19.0763413, 72.9105856)",1698
84597,21,,19.0793766,72.9059356,2017-06-11 15:22:42.271,,649,341,"(19.0793766, 72.9059356)",3569
84620,18,,19.0763136,72.9105292,2017-06-11 16:35:51.175,,771,616,"(19.0763136, 72.9105292)",2516
84636,24,,19.0762559,72.9106318,2017-06-11 17:40:12.489,,1337,1,"(19.0762559, 72.9106318)",10469
84680,24,,19.0763542,72.9103664,2017-06-11 23:23:13.470,,6797,0,"(19.0763542, 72.9103664)",600
84683,24,,19.0763542,72.9103664,2017-06-12 02:09:16.539,,9362,0,"(19.0763542, 72.9103664)",8527
84708,24,,19.0763769,72.910724,2017-06-12 05:30:15.811,,3523,18,"(19.0763769, 72.910724)",9750
84748,24,,19.0762088,72.9106087,2017-06-12 09:06:40.161,,1818,22,"(19.0762088, 72.9106087)",31442
84886,29,,19.0765051,72.9106548,2017-06-12 18:31:03.004,,2362,34,"(19.0765051, 72.9106548)",8788
84938,24,,19.0763369,72.9105395,2017-06-12 23:39:01.213,,6583,18,"(19.0763369, 72.9105395)",637
84943,26,,19.0763347,72.9105164,2017-06-13 02:58:10.464,,11309,0,"(19.0763347, 72.9105164)",18855
85050,48,,19.1072026,72.8367612,2017-06-13 12:48:34.535,,189,71,"(19.1072026, 72.8367612)",1160
85068,23,,19.0704194,72.8398586,2017-06-13 14:02:57.165,,1472,63,"(19.0704194, 72.8398586)",2954
85101,23,,19.0704563,72.8398614,2017-06-13 15:19:40.490,,1631,2,"(19.0704563, 72.8398614)",4457
85122,24,,19.0763725,72.9106779,2017-06-13 17:12:46.754,,569,2512,"(19.0763725, 72.9106779)",12307
85204,25,,19.0763057,72.9104471,2017-06-14 03:56:03.555,,13623,9,"(19.0763057, 72.9104471)",27424
85338,21,,19.0762959,72.9106117,2017-06-14 11:54:20.153,,1209,13,"(19.0762959, 72.9106117)",7572
85387,24,,19.0762986,72.9106087,2017-06-14 17:33:19.273,,897,794,"(19.0762986, 72.9106087)",8953
85446,25,,19.0764317,72.9103549,2017-06-15 04:01:59.620,,28739,16,"(19.0764317, 72.9103549)",4216
85472,25,,19.0764109,72.9106087,2017-06-15 07:23:11.688,,3702,29,"(19.0764109, 72.9106087)",8140
85559,44,0.0,19.0866584,72.8899097,2017-06-15 11:40:35.817,0.0,2148,63,"(19.0866584, 72.8899097)",845
85587,24,,19.0762501,72.9106894,2017-06-15 12:41:17.741,,1059,1190,"(19.0762501, 72.9106894)",984
85595,23,,19.0762959,72.9106117,2017-06-15 13:21:54.079,,1449,0,"(19.0762959, 72.9106117)",28736
85751,26,,19.0762833,72.9104471,2017-06-15 23:49:02.269,,5626,0,"(19.0762833, 72.9104471)",689
85757,26,,19.0762811,72.9104241,2017-06-16 01:16:38.190,,4564,0,"(19.0762811, 72.9104241)",9203
85815,25,,19.0457113,72.8890351,2017-06-16 04:25:00.414,,1806,4131,"(19.0457113, 72.8890351)",4965
85848,13,39.0,19.0980255,72.9163772,2017-06-16 07:08:56.000,1.0,200,859,"(19.0980255, 72.9163772)",4535
85888,50,,19.0977397,72.916469,2017-06-16 08:39:42.244,,656,53,"(19.0977397, 72.916469)",1442
85901,31,,19.1155807,72.9089937,2017-06-16 09:15:40.000,,119,246,"(19.1155807, 72.9089937)",3034
85933,24,,19.0764673,72.9104933,2017-06-16 11:09:58.720,,61,54,"(19.0764673, 72.9104933)",2883
85949,26,,19.0764585,72.9104009,2017-06-16 13:23:01.612,,5092,28,"(19.0764585, 72.9104009)",5254
85993,23,,19.0762986,72.9106087,2017-06-16 15:28:52.933,,863,126,"(19.0762986, 72.9106087)",3668
86021,39,,19.0808207,72.9112909,2017-06-16 17:17:02.542,,2085,0,"(19.0808207, 72.9112909)",2724
86038,24,,19.0762986,72.9106087,2017-06-16 18:16:50.307,,856,508,"(19.0762986, 72.9106087)",9131
86095,15,0.0,19.0764286,72.9106322,2017-06-17 01:00:14.465,0.0,1575,17,"(19.0764286, 72.9106322)",721
86102,17,,19.0763226,72.9105045,2017-06-17 03:15:19.370,,1803,6,"(19.0763226, 72.9105045)",4890
86135,24,,19.0763065,72.9105741,2017-06-17 06:06:30.510,,5365,6,"(19.0763065, 72.9105741)",7481
86232,23,,19.1178341,72.8712557,2017-06-17 09:05:40.398,,990,70,"(19.1178341, 72.8712557)",9115
86291,23,,19.1125636,72.8662597,2017-06-17 11:57:24.863,,61,60,"(19.1125636, 72.8662597)",3615
86351,23,,19.0762986,72.9106087,2017-06-17 13:39:04.720,,506,1018,"(19.0762986, 72.9106087)",24746
86492,26,,19.0762608,72.9104471,2017-06-18 02:00:02.696,,19648,15,"(19.0762608, 72.9104471)",1084
86496,25,229.0,19.0763406,72.9103796,2017-06-18 02:50:41.005,0.0,1952,19,"(19.0763406, 72.9103796)",963
86498,32,,19.0765483,72.9104009,2017-06-18 04:44:04.386,,5839,35,"(19.0765483, 72.9104009)",1296
86504,25,,19.0763369,72.9105395,2017-06-18 05:57:37.718,,3114,11,"(19.0763369, 72.9105395)",13549
86563,42,,19.0762959,72.9106117,2017-06-18 10:18:25.703,,2073,0,"(19.0762959, 72.9106117)",2911
86578,25,,19.011951,73.0237052,2017-06-18 12:46:10.920,,3707,14,"(19.011951, 73.0237052)",4160
86606,25,,19.011951,73.0237052,2017-06-18 14:44:53.472,,1691,4,"(19.011951, 73.0237052)",966
86615,50,,19.0122138,73.014319,2017-06-18 15:21:05.273,,723,917,"(19.0122138, 73.014319)",1633
86640,27,,19.0765352,72.9102626,2017-06-18 17:16:43.419,,1210,1736,"(19.0765352, 72.9102626)",7046
86723,24,,19.131591,72.9165382,2017-06-19 05:13:58.359,,3799,11,"(19.131591, 72.9165382)",3349
86762,23,,19.0999071,72.9163535,2017-06-19 06:42:02.599,,843,1034,"(19.0999071, 72.9163535)",994
86780,25,,19.1005513,72.9165151,2017-06-19 08:20:51.614,,1618,22,"(19.1005513, 72.9165151)",953
86798,23,,19.0762761,72.9106087,2017-06-19 09:13:40.448,,1701,1635,"(19.0762761, 72.9106087)",2355
86834,35,0.0,19.1109965,72.8618123,2017-06-19 11:05:32.309,0.0,448,251,"(19.1109965, 72.8618123)",1314
86842,28,,19.1120542,72.867275,2017-06-19 11:50:50.172,,1401,588,"(19.1120542, 72.867275)",942
86857,25,,19.0762986,72.9106087,2017-06-19 12:29:45.970,,406,1008,"(19.0762986, 72.9106087)",7593
86920,26,,19.1033148,72.8863123,2017-06-19 15:15:06.608,,1034,444,"(19.1033148, 72.8863123)",5351
86947,23,,19.1162655,72.9097204,2017-06-19 17:06:25.771,,759,2044,"(19.1162655, 72.9097204)",2269
86969,19,,19.0763194,72.9103549,2017-06-19 18:35:38.046,,1562,1699,"(19.0763194, 72.9103549)",13964
87041,32,,19.0763481,72.9104342,2017-06-20 01:23:11.152,,6895,0,"(19.0763481, 72.9104342)",32916
87200,48,,19.0762959,72.9106117,2017-06-20 10:58:14.747,,1507,13,"(19.0762959, 72.9106117)",6815
87231,25,,19.0763123,72.9105164,2017-06-20 13:56:26.565,,3862,6,"(19.0763123, 72.9105164)",3865
87253,34,,19.0762959,72.9106117,2017-06-20 15:31:26.761,,1826,0,"(19.0762959, 72.9106117)",16279
87338,25,,19.0763194,72.9103549,2017-06-20 20:27:46.348,,1459,18,"(19.0763194, 72.9103549)",5637
87352,24,,19.0762731,72.9104587,2017-06-20 22:30:52.578,,1739,2,"(19.0762731, 72.9104587)",22154
87457,24,,19.1341116,72.9151769,2017-06-21 06:11:04.284,,1323,53,"(19.1341116, 72.9151769)",2128
87549,23,,19.0762986,72.9106087,2017-06-21 07:24:21.444,,374,293,"(19.0762986, 72.9106087)",17478
87631,24,,19.0763232,72.9106318,2017-06-21 12:37:32.247,,130,282,"(19.0763232, 72.9106318)",21847
87770,15,,19.0765493,72.9106445,2017-06-21 20:25:18.706,0.0,6156,36,"(19.0765493, 72.9106445)",852
87783,28,,19.076458,72.9106318,2017-06-22 05:57:05.751,,3189,31,"(19.076458, 72.9106318)",14674
88003,24,,19.0762986,72.9106087,2017-06-22 10:43:29.373,,2419,2,"(19.0762986, 72.9106087)",3469
88032,23,,19.0762986,72.9106087,2017-06-22 12:37:47.216,,3373,0,"(19.0762986, 72.9106087)",29970
88300,48,,19.0766138,72.9108113,2017-06-22 22:02:52.000,0.0,3825,55,"(19.0766138, 72.9108113)",725
88309,35,,19.0763902,72.9105125,2017-06-23 04:12:28.157,,3948,19,"(19.0763902, 72.9105125)",6742
88398,44,0.0,19.0770399,72.9105037,2017-06-23 08:58:13.000,0.0,483,1147,"(19.0770399, 72.9105037)",42139
88773,25,,19.0765034,72.9104009,2017-06-24 01:37:07.270,,7962,0,"(19.0765034, 72.9104009)",8693
88804,24,,19.0760826,72.9104346,2017-06-24 04:25:28.225,0.0,1393,0,"(19.0760826, 72.9104346)",26476
88964,23,,19.0762986,72.9106087,2017-06-24 12:47:37.456,,3578,0,"(19.0762986, 72.9106087)",28724
89179,10,176.0,19.0762956,72.9105406,2017-06-25 03:15:57.012,0.0,2659,35,"(19.0762956, 72.9105406)",659
